item,SemDis_glove_c_m
tin can,0.95129
tin can,0.92386
tin can,0.7834
tin can,0.36109
tin can,0.59616
tin can,0.67725
tin can,1.2729
tin can,0.79522
tin can,1.36691
tin can,1.13477
tin can,0.8581799999999999
tin can,1.05788
tin can,1.12173
tin can,1.18422
tin can,0.38048
tin can,1.67503
tin can,0.33221
tin can,0.32896
tin can,0.3144
tin can,0.59616
tin can,0.8393200000000001
tin can,1.08015
tin can,1.04182
tin can,
tin can,1.06917
tin can,1.05788
tin can,1.10867
tin can,1.1897
tin can,0.96465
tin can,1.66354
tin can,0.33918
tin can,1.68104
tin can,0.31618
tin can,
tin can,0.87991
tin can,1.09209
tin can,1.0115
tin can,0.6971499999999999
tin can,0.46863
tin can,1.44593
tin can,1.26446
tin can,1.02656
tin can,0.7288399999999999
tin can,0.96994
tin can,1.05137
tin can,0.6311599999999999
tin can,0.2962399999999999
tin can,0.35812
tin can,1.65061
tin can,1.67909
tin can,1.662
tin can,0.3490499999999999
tin can,1.25295
tin can,0.91665
tin can,0.71775
tin can,1.33392
tin can,1.4289
tin can,0.37283
tin can,0.81534
tin can,1.63964
tin can,0.78996
tin can,0.49368
tin can,1.24784
tin can,0.3742
tin can,0.3489799999999999
tin can,0.99099
tin can,0.39903
tin can,0.75127
tin can,1.13477
tin can,1.68901
tin can,0.59616
tin can,1.03604
tin can,0.92276
tin can,0.98863
tin can,1.68407
tin can,0.31335
tin can,0.4843499999999999
tin can,0.32548
tin can,1.63998
tin can,1.6643
tin can,0.4258699999999999
tin can,0.9997
tin can,1.6877
tin can,0.30033
tin can,1.62918
tin can,0.46589
tin can,0.3281199999999999
tin can,0.89991
tin can,1.08699
tin can,1.31489
tin can,1.69078
tin can,0.3779599999999999
tin can,0.7288399999999999
tin can,0.8288
tin can,0.4727
tin can,1.08015
tin can,1.62465
tin can,1.65195
tin can,0.4882999999999999
tin can,1.68628
tin can,0.84829
tin can,0.75127
tin can,0.99551
tin can,1.36117
tin can,0.89415
tin can,0.94088
tin can,1.25168
